Timestamp,Temperature,Humidity,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Latitude,Longitude
11/25/2024 14:53,32.66319614,79.33094101,0.506575373,-0.849163008,8.996416455,-0.023282274,-0.105822683,0.005977934,6.463699609,80.10119442
11/25/2024 14:54,29.04136703,77.53883286,0.480230575,-0.972867668,8.16030224,-0.01297007,-0.105669554,0.006124929,6.470440205,80.1078813
11/25/2024 14:55,28.186939,78.68687417,0.564866734,-0.822657589,8.063846947,-0.074626236,-0.100164078,0.04909749,6.462911278,80.11244549
11/25/2024 14:56,25.55311214,72.03773446,0.40745686,-0.924270652,8.126979243,-0.038016388,-0.11721023,0.043607601,6.463407778,80.11218263
11/25/2024 14:57,28.62465591,59.1504951,0.551439687,-0.951708798,8.464322691,-0.014544781,-0.114274482,0.02771647,6.466199456,80.10367478
11/25/2024 14:58,29.11253961,74.205414,0.469861649,-0.85750162,8.248654047,-0.063889687,-0.105680534,0.025749917,6.476581448,80.10517504
11/25/2024 14:59,30.4924394,72.66368575,0.593641172,-0.878231276,8.574458562,-0.050997265,-0.111279293,0.021613903,6.464734527,80.10819341
11/25/2024 15:00,27.46830309,58.34429326,0.435411931,-0.81422773,8.782248546,-0.093289328,-0.112039094,0.035498625,6.466675798,80.10490366
11/25/2024 15:01,27.06344012,54.37211414,0.549666058,-0.987282586,8.137706352,-0.056297717,-0.118942814,0.033932313,6.467534211,80.11501938
11/25/2024 15:02,26.82615211,58.82087261,0.538395283,-0.822763014,8.436098131,-0.002823713,-0.107398325,0.042661811,6.471179787,80.10697034
11/25/2024 15:03,25.54140268,59.85929172,0.533032308,-0.811360639,8.19515747,-0.088510611,-0.10683494,0.021517012,6.476501403,80.10729705
11/25/2024 15:04,29.90765864,74.88195935,0.550701844,-0.987589455,8.684389213,-0.073520882,-0.11950151,0.049369848,6.47540778,80.11619685
11/25/2024 15:05,27.29718841,59.16891159,0.40378459,-0.837303866,8.477658816,-0.035563129,-0.100192211,0.037047571,6.46654052,80.10436669
11/25/2024 15:06,30.9972751,77.63262462,0.51548878,-0.854106661,8.191612636,-0.087307568,-0.114244564,0.025197295,6.462347976,80.11253925
11/25/2024 15:07,27.27928401,61.05191552,0.413689053,-0.913784064,8.412053275,-0.013248279,-0.107340184,0.035507766,6.472384955,80.11151712
11/25/2024 15:08,25.74155593,67.43820947,0.448717789,-0.819569727,8.359123286,-0.062241592,-0.10071771,0.023975285,6.468476426,80.10472771
11/25/2024 15:09,26.98214018,69.8246658,0.479240276,-0.807148939,8.760626024,-0.090792187,-0.115156785,0.03841765,6.465841763,80.11133279
11/25/2024 15:10,28.16248296,66.37718946,0.486853732,-0.948298961,8.927091442,-0.081287922,-0.10087743,0.007727773,6.468503749,80.10267899
11/25/2024 15:11,33.60825915,78.7045759,0.477736182,-0.814909709,8.457116946,-0.058942109,-0.103898615,0.034124457,6.464008425,80.11789135
11/25/2024 15:12,34.51965523,51.74544617,0.440141835,-0.868734345,8.648414512,-0.068165075,-0.104130931,0.013607904,6.468932908,80.11716782
11/25/2024 15:13,26.4057302,51.22519473,0.598297827,-0.919561097,8.846902509,-0.039376543,-0.109472874,0.020360242,6.463896771,80.10157324
11/25/2024 15:14,25.99639259,78.60086561,0.504498593,-0.930055823,8.466276756,-0.045906509,-0.111817809,0.002621503,6.478646229,80.11487367
11/25/2024 15:15,31.84446593,70.7320532,0.557487254,-0.909252691,8.909200393,-0.064478891,-0.113421491,0.007580413,6.464870487,80.10730772
11/25/2024 15:16,32.30793489,62.88670385,0.414003867,-0.956598801,8.383120337,-0.058401447,-0.106119188,0.004477652,6.474738458,80.10477093
11/25/2024 15:17,33.86457418,72.93320704,0.431066161,-0.941628819,8.762975776,-0.028607748,-0.109410963,0.008595483,6.4607532,80.1171715
11/25/2024 15:18,32.18848934,54.70170508,0.493847263,-0.93472416,8.563155376,-0.082615551,-0.117192914,0.0258577,6.471882552,80.10177386
11/25/2024 15:19,31.42594668,64.54547617,0.55413883,-0.966459361,8.968497463,-0.03916564,-0.10446773,0.047858382,6.470545046,80.10087719
11/25/2024 15:20,27.50298964,79.15529838,0.460048513,-0.875570643,8.212288402,-0.054709406,-0.116757553,0.030366719,6.468531007,80.10987177
11/25/2024 15:21,34.34384941,61.99812341,0.558174983,-0.845557219,8.719068255,-0.081999401,-0.10507317,0.011810612,6.474549112,80.10755648
11/25/2024 15:22,32.23768371,56.48570323,0.539024729,-0.909308834,8.363651227,-0.082457244,-0.119867271,0.042146142,6.461226347,80.11911602
11/25/2024 15:23,25.43215441,67.11179503,0.553407938,-0.812080776,8.72024519,-0.019342769,-0.10344953,0.040248334,6.478508161,80.1165315
11/25/2024 15:24,34.18717951,67.55757114,0.569678802,-0.854100126,8.153095839,-0.00876505,-0.114600218,0.041504046,6.462508019,80.11015861
11/25/2024 15:25,30.9422635,66.80562187,0.587666795,-0.866156981,8.321761905,-0.099622723,-0.10825725,0.006663743,6.464729135,80.10468959
11/25/2024 15:26,32.95664814,72.45904318,0.452593491,-0.958638296,8.999450853,-0.093443943,-0.10788988,0.009581495,6.477098945,80.11735462
11/25/2024 15:27,32.56400217,68.39436814,0.515227146,-0.809566322,8.315471963,-0.0916886,-0.103576089,0.001981414,6.477006745,80.11134882
11/25/2024 15:28,31.92713861,53.84905892,0.448913736,-0.869716085,8.711198557,-0.092747241,-0.105193186,0.011476943,6.465437337,80.11184315
11/25/2024 15:29,33.87803193,59.53806867,0.515015519,-0.951386843,8.974971243,-0.075644781,-0.112693872,0.04539542,6.462816835,80.10550265
11/25/2024 15:30,26.98633591,72.69419802,0.510755054,-0.861884646,8.887980299,-0.040626845,-0.109534263,0.043496825,6.477997052,80.11686287
11/25/2024 15:31,28.85943895,70.10331705,0.553014573,-0.923180852,8.353757306,-0.064620965,-0.115122919,0.029741638,6.475870434,80.11485757
11/25/2024 15:32,28.57883484,64.47776412,0.510806245,-0.802504862,8.571736378,-0.086960329,-0.109173009,0.044142098,6.461501802,80.11149774
11/25/2024 15:33,29.70798683,62.1021775,0.592373455,-0.81347754,8.095022965,-0.069618427,-0.109475817,0.038666663,6.479261695,80.11387253
11/25/2024 15:34,29.17087476,69.56997528,0.517464274,-0.885029542,8.468869798,-0.008801026,-0.118281864,0.014355477,6.478735544,80.11696594
11/25/2024 15:35,31.17267512,69.09186679,0.492941278,-0.866001368,8.23737348,-0.021617591,-0.108297467,0.023384283,6.468010858,80.10470488
11/25/2024 15:36,31.75834777,55.26872872,0.519321388,-0.97100957,8.403451322,-0.078856151,-0.109904391,0.028851877,6.472302129,80.10954621
11/25/2024 15:37,29.66718389,59.45852063,0.467760835,-0.974070273,8.250152831,-0.098518417,-0.101340399,0.013667704,6.461705605,80.11020443
11/25/2024 15:38,30.90360143,75.39708457,0.405940189,-0.838792911,8.55336347,-0.092502004,-0.113149296,0.004797713,6.472640858,80.10584562
11/25/2024 15:39,33.45301395,72.20967673,0.574090291,-0.834583672,8.014051902,-0.041192628,-0.102279253,0.011113131,6.464871536,80.10223089
11/25/2024 15:40,27.33265477,73.31878593,0.407822699,-0.888096286,8.61115857,-0.041866257,-0.100345461,0.02353603,6.466279942,80.1113109
11/25/2024 15:41,28.20966633,66.24461783,0.594435512,-0.88626304,8.161393328,-0.042361146,-0.111934963,0.043083122,6.467061337,80.10659263
11/25/2024 15:42,29.96461406,50.7012337,0.497632691,-0.878227258,8.294845398,-0.066840736,-0.118642641,0.041888237,6.467128978,80.11098134
11/25/2024 15:43,34.34088877,74.80673757,0.518979619,-0.973874574,8.916819891,-0.063672648,-0.112558169,0.011336827,6.471860085,80.10588519
11/25/2024 15:44,31.99285974,55.24306156,0.54955361,-0.84581477,8.70631608,-0.038123705,-0.110942238,0.00444638,6.474381745,80.10792828
11/25/2024 15:45,33.22473531,51.59553739,0.549221694,-0.826823072,8.394612179,-0.031066067,-0.105341839,0.001733786,6.468661277,80.11611306
11/25/2024 15:46,25.68985232,62.38745039,0.472943657,-0.970683283,8.907407306,-0.032656009,-0.113027709,0.026580762,6.470846836,80.10323419
11/25/2024 15:47,32.06085506,56.56505551,0.573608899,-0.82371739,8.818365843,-0.064314451,-0.115771612,0.036344494,6.471023917,80.11754877
11/25/2024 15:48,25.21640875,70.30403336,0.552348449,-0.851086451,8.400317531,-0.060466676,-0.108899543,0.045149349,6.462378148,80.1136514
11/25/2024 15:49,26.64002878,73.73428873,0.43894042,-0.992274672,8.826558796,-0.0513188,-0.114928818,0.043650598,6.475131049,80.10211672
11/25/2024 15:50,32.94341577,69.29016382,0.573900305,-0.852925252,8.038021576,-0.059223247,-0.117485595,0.012779028,6.467306133,80.11223191
11/25/2024 15:51,29.34240208,78.50371695,0.414761587,-0.845687189,8.258610383,-0.066864092,-0.110819469,0.034926617,6.473385283,80.10702897
11/25/2024 15:52,32.57016215,67.83879406,0.566871278,-0.81242862,8.589737701,-0.090248223,-0.101741015,0.048701425,6.460506439,80.11319951
11/25/2024 15:53,27.85862181,64.77528029,0.599020856,-0.802217102,8.128459397,-0.0918823,-0.111588839,0.045663795,6.461012081,80.10559744
11/25/2024 15:54,32.96740332,68.43281193,0.560958553,-0.863275494,8.286195779,-0.003486658,-0.118179352,0.039437453,6.47070004,80.10629547
11/25/2024 15:55,25.951295,76.51744043,0.534862284,-0.894853085,8.523799161,-0.011843198,-0.117500172,0.003898821,6.47321366,80.10670277
11/25/2024 15:56,31.15293988,56.30487868,0.567937917,-0.816846107,8.584016271,-0.081592977,-0.11722486,0.012539442,6.470985255,80.11517091
11/25/2024 15:57,30.05496742,57.52128642,0.454105943,-0.899452511,8.914735334,-0.054095862,-0.102342116,0.002389596,6.461378246,80.10532748
11/25/2024 15:58,34.06530797,65.64522755,0.454166979,-0.903488614,8.923486507,-0.083265689,-0.110208562,0.006556544,6.463135822,80.10715904
11/25/2024 15:59,28.53904413,64.93193635,0.431716268,-0.958708687,8.596122518,-0.092776145,-0.104966429,0.046321404,6.479634528,80.11448917
11/25/2024 16:00,30.15395926,71.84529096,0.533705834,-0.930179127,8.040040558,-0.076579736,-0.117422879,0.037620539,6.475285034,80.10362627
11/25/2024 16:01,29.98806257,56.09526811,0.413118586,-0.968426801,8.985901835,-0.014816131,-0.106697231,0.041987524,6.478788415,80.11503928
11/25/2024 16:02,31.39651887,68.22764691,0.553518726,-0.915483562,8.099210963,-0.024158843,-0.116399291,0.000127476,6.462009686,80.11588474
11/25/2024 16:03,29.80059337,79.81458935,0.517906469,-0.889476861,8.126501132,-0.041552964,-0.117258281,0.015314683,6.47526737,80.10592678
11/25/2024 16:04,30.67228501,64.63929209,0.569360518,-0.822342025,8.599317275,-0.063257371,-0.110505029,0.037168912,6.474465858,80.11281452
11/25/2024 16:05,25.28187251,77.73098938,0.420982936,-0.974220365,8.591720172,-0.06545869,-0.105316907,0.014442475,6.478061779,80.11088888
11/25/2024 16:06,28.69595981,77.34991192,0.510755691,-0.90270981,8.029482293,-0.092376542,-0.109404912,0.003271527,6.46932922,80.11647033
11/25/2024 16:07,25.97156256,51.89855355,0.497811935,-0.880973144,8.781832341,-0.092389442,-0.117558424,0.008634755,6.478558173,80.11884626
11/25/2024 16:08,25.4294286,58.78778848,0.570611826,-0.913678942,8.949565289,-0.082576306,-0.112986149,2.84E-05,6.461810344,80.11778497
11/25/2024 16:09,31.41056793,57.13300266,0.441811923,-0.967931187,8.20411713,-0.002401014,-0.103351558,0.048261718,6.471952214,80.11895472
11/25/2024 16:10,25.0146744,54.24176407,0.594977566,-0.978587918,8.202556712,-0.086568033,-0.116862845,0.020961314,6.467520684,80.10097316
11/25/2024 16:11,25.02570037,61.20253574,0.586521298,-0.928296096,8.945386346,-0.05675947,-0.108958528,0.032861007,6.477009035,80.10725627
11/25/2024 16:12,30.81565145,69.84752652,0.482882934,-0.863608815,8.706302326,-0.0816221,-0.110043608,0.000465471,6.46988747,80.10982556
11/25/2024 16:13,26.98189059,61.18860487,0.525455785,-0.989439877,8.229253725,-0.080080071,-0.107172185,0.01647267,6.462492668,80.10124506
11/25/2024 16:14,30.76285504,74.20581783,0.481511996,-0.822039839,8.210950619,-0.050711405,-0.107834283,0.017349573,6.474516313,80.10528495
11/25/2024 16:15,26.95807294,75.92781916,0.418683446,-0.963361556,8.693285869,-0.0599256,-0.104738158,0.039009399,6.471283719,80.11275597
11/25/2024 16:16,31.58634976,69.85456054,0.458731467,-0.902602472,8.101045968,-0.037487324,-0.119850627,0.014542882,6.461622496,80.11446001
11/25/2024 16:17,31.91550047,73.27715995,0.543006482,-0.973051396,8.638989127,-0.075710195,-0.116009747,0.046023553,6.468491106,80.10526333
11/25/2024 16:18,26.42144743,75.48784204,0.406377576,-0.981143583,8.719258781,-0.002912315,-0.100987222,0.040368588,6.464008035,80.10783082
11/25/2024 16:19,28.49619474,61.20262604,0.487274773,-0.800189148,8.220078576,-0.089113607,-0.104191176,0.037997953,6.472595198,80.10347153
11/25/2024 16:20,25.7923408,55.92933676,0.46806232,-0.867510681,8.867469185,-0.084732202,-0.103760952,0.014227478,6.469029449,80.11972658
11/25/2024 16:21,32.13826626,68.06411167,0.575926832,-0.811293279,8.463436747,-0.060081696,-0.110973995,0.04099227,6.474463789,80.10651971
11/25/2024 16:22,28.00530779,76.78991743,0.415085343,-0.808294594,8.099413077,-0.096537653,-0.108054451,0.011379763,6.474088232,80.10279377
11/25/2024 16:23,29.78931599,75.48683416,0.469696379,-0.815055012,8.840176783,-0.060055559,-0.107309528,0.015729149,6.473657256,80.10047441
11/25/2024 16:24,30.68235521,64.60961705,0.481365092,-0.96746185,8.145711724,-0.001393492,-0.111810062,0.028616133,6.476888671,80.10862253
11/25/2024 16:25,29.78314545,50.68601082,0.499318984,-0.803707686,8.052287397,-0.02119335,-0.117088827,0.035854925,6.463797252,80.11493719
11/25/2024 16:26,25.27789474,68.01416615,0.421085222,-0.826374732,8.66451335,-0.098402595,-0.114344424,0.028338232,6.463980407,80.1135907
11/25/2024 16:27,29.8837317,55.66109811,0.506483713,-0.856673182,8.980233055,-0.091388027,-0.11458328,0.048544731,6.468975454,80.10417112
11/25/2024 16:28,27.56689638,56.34607685,0.565186251,-0.909964864,8.40807674,-0.068315604,-0.10295338,0.030425401,6.460663194,80.10747753
11/25/2024 16:29,27.10540351,69.59256954,0.446504475,-0.986732327,8.583501518,-0.074532157,-0.116110491,0.034254334,6.468117831,80.11567871
11/25/2024 16:30,25.77086997,74.59270317,0.405536343,-0.861244999,8.011095508,-0.088480373,-0.112054969,0.027290763,6.472555673,80.11731688
11/25/2024 16:31,30.36294193,72.44390723,0.455822583,-0.957225507,8.598220301,-0.060856427,-0.115246816,0.013722156,6.466567269,80.11727834
11/25/2024 16:32,29.89679343,54.63595535,0.46953313,-0.950348707,8.987710848,-0.098395928,-0.105702226,0.011491547,6.465593179,80.11537597
11/25/2024 16:33,29.76679536,58.46781355,0.576213185,-0.80373884,8.561257696,-0.091303028,-0.110848882,0.026106402,6.478203557,80.10902428
